user	clicked_news	candidate_news	clicked
1474	N15058 N14294 N50797 N33260 N59009 N73001 N52965 N70930 N70930 N40213 N2483 N2483 N64527 N70382 N70382 N70382 N1568 N48172 N60637 N50897 N53546 N72657 N27179 N51552 N63422 N43002 N70398 N23698 N26141 N70398 N73634 N40784 N31503 N67025 N67025 N31503 N48483 N49696 N53131 N20225 N36044	N62528 N42898 N20978 N20802 N14799	1 0 0 0 0
1770	N46622 N30024 N7495 N33260 N73001 N6128 N60637 N70382 N43364 N11191 N27179 N51552 N42124 N23698 N68427	N31503 N55845 N45456 N29459 N67971	1 0 0 0 0
1474	N15058 N14294 N50797 N33260 N59009 N73001 N52965 N70930 N70930 N40213 N2483 N2483 N64527 N70382 N70382 N70382 N1568 N48172 N60637 N50897 N53546 N72657 N27179 N51552 N63422 N43002 N70398 N23698 N26141 N70398 N73634 N40784 N31503 N67025 N67025 N31503 N48483 N49696 N53131 N20225 N36044	N26026 N54943 N2833 N26693 N21272	1 0 0 0 0
96	N7819 N30558 N14294 N30558 N64010 N33260 N12244 N42217 N48172 N60637 N65922 N23903 N19507 N59030 N14010 N39191 N34764 N14219 N22691 N39191 N27179 N43002 N50417 N73634 N20225	N49696 N69170 N56553 N40074 N46068	1 0 0 0 0
1770	N46622 N30024 N7495 N33260 N73001 N6128 N60637 N70382 N43364 N11191 N27179 N51552 N42124 N23698 N68427	N44418 N73184 N20410 N59201 N7737	1 0 0 0 0
1827	N73001 N30558 N67025 N64010 N20590 N70382 N6128 N46490 N60637 N60637 N50897 N14010 N22793 N27179 N11191 N45498 N29274 N7545 N53546 N42124 N23857 N63235 N1766 N56687 N63235 N45995 N29470 N53131	N20225 N33176 N17587 N52775 N38279	1 0 0 0 0
35	N17032 N67025 N73001 N30558 N93 N29470 N72657 N19019 N72657 N22793 N50417 N1014	N36044 N4674 N14072 N102 N16492	1 0 0 0 0
1231	N50022 N33260 N59009 N17032 N2483 N46094 N60637 N31600 N19507 N19507 N74341 N11191 N43364 N27179 N14355 N63422 N50260	N36044 N35021 N74534 N56599 N40461	1 0 0 0 0
1340	N73634 N59971	N54008 N74718 N35595 N13947 N68484	1 0 0 0 0
1904	N62528 N49696 N26026 N65126 N22022	N63235 N54683 N50505 N63125 N10432	1 0 0 0 0
21	N6128 N14010 N53546 N12676 N72657 N43002 N22793 N12480 N40978 N70398 N149 N45498 N73634 N40784 N21694 N53131 N72718 N68785	N36044 N24818 N10641 N8888 N2311	1 0 0 0 0
8	N46622 N26843 N46622 N33694 N59009 N59009 N33260 N59009 N2483 N46094 N40213 N2483 N67025 N30024 N36114 N74730	N49696 N4100 N6123 N39744 N17474	1 0 0 0 0
21	N6128 N14010 N53546 N12676 N72657 N43002 N22793 N12480 N40978 N70398 N149 N45498 N73634 N40784 N21694 N53131 N72718 N68785	N49696 N29256 N53266 N71122 N49623	1 0 0 0 0
21	N6128 N14010 N53546 N12676 N72657 N43002 N22793 N12480 N40978 N70398 N149 N45498 N73634 N40784 N21694 N53131 N72718 N68785	N59971 N6210 N5954 N62409 N54488	1 0 0 0 0
1231	N50022 N33260 N59009 N17032 N2483 N46094 N60637 N31600 N19507 N19507 N74341 N11191 N43364 N27179 N14355 N63422 N50260	N73634 N12472 N32913 N39848 N48842	1 0 0 0 0
1727	N30558 N29470	N13043 N34845 N10878 N34106 N46013	1 0 0 0 0
1326	N2483 N7495 N46356 N25676 N61561 N46490 N70382 N60637 N39617 N23903 N46094 N46094 N8087 N68995 N73634	N13043 N55852 N50260 N43310 N66361	1 0 0 0 0
745	N65958 N50439 N55127 N23903 N65922 N30966 N7545 N29274 N25498 N22793 N62528 N20015 N48483 N44418 N1014	N36044 N34518 N45031 N46356 N53501	1 0 0 0 0
1757	N37426 N7495 N17032 N64010 N64010 N64010 N51788 N64010 N64010 N70930 N60637 N22793 N57912 N43364 N50417 N33422 N73634 N57859	N50260 N71181 N65481 N71122 N61615	1 0 0 0 0
1727	N30558 N29470	N59971 N74227 N31646 N17233 N64901	1 0 0 0 0
96	N7819 N30558 N14294 N30558 N64010 N33260 N12244 N42217 N48172 N60637 N65922 N23903 N19507 N59030 N14010 N39191 N34764 N14219 N22691 N39191 N27179 N43002 N50417 N73634 N20225	N53131 N2118 N22107 N8087 N60357	1 0 0 0 0
735	N50022 N1766 N34491 N51788 N48414 N59509 N59009 N25676 N60637 N48172 N60637 N23903 N39617 N65378 N14010 N11191 N11191 N43364 N27179 N47533 N73634 N46844 N44482 N66297 N44482 N46844 N46920 N62528 N48483	N33422 N51048 N67078 N61926 N17435	1 0 0 0 0
735	N50022 N1766 N34491 N51788 N48414 N59509 N59009 N25676 N60637 N48172 N60637 N23903 N39617 N65378 N14010 N11191 N11191 N43364 N27179 N47533 N73634 N46844 N44482 N66297 N44482 N46844 N46920 N62528 N48483	N31503 N54237 N9734 N29256 N22580	1 0 0 0 0
1841	N7495 N17032 N66832 N60637 N60637 N45031 N45031 N68426 N70382 N49853 N19507 N51552 N27786 N27786 N42119 N42119 N73634 N48483	N62528 N14811 N65958 N68920 N8360	1 0 0 0 0
1529	N34491 N59009 N73001 N33260 N12244 N46094 N2483 N46094 N54709 N25676 N70382 N1568 N60637 N23903 N63459 N39617 N31600 N93 N69593 N25498 N63422 N45498 N14355 N31503 N62640 N50260 N21694 N62528 N49696 N26026	N23698 N71412 N50505 N64906 N50574	1 0 0 0 0
1757	N37426 N7495 N17032 N64010 N64010 N64010 N51788 N64010 N64010 N70930 N60637 N22793 N57912 N43364 N50417 N33422 N73634 N57859	N44482 N40847 N44391 N22230 N24318	1 0 0 0 0
1484	N33260 N33260 N67040 N70382 N50417 N73634 N57912 N44482 N20015 N44482 N73634 N40784	N62528 N70893 N371 N43364 N51344	1 0 0 0 0
35	N17032 N67025 N73001 N30558 N93 N29470 N72657 N19019 N72657 N22793 N50417 N1014	N20015 N24456 N35156 N72795 N60437	1 0 0 0 0
1727	N30558 N29470	N48483 N58631 N21482 N67726 N32550	1 0 0 0 0
1623	N13807 N52965 N33260 N59009 N7495 N41435 N12244 N51788 N17032 N2483 N48172 N31776 N65378 N65378 N60637 N39617 N23903 N65378 N31600 N31600 N14010 N15635 N880 N11191 N43364 N72657 N43364 N27179 N22793 N65849 N63422 N57912 N42119 N70398 N73634 N44482 N44482 N57859 N149 N72287 N50260 N44482	N54008 N59541 N52572 N55933 N70804	1 0 0 0 0
114	N23580 N51788 N50022 N1766 N7495 N50320 N2483 N2483 N46094 N17032 N39617 N60637 N23903 N53937 N65378 N60637 N93 N14010 N70398 N68995 N73634 N70398 N48483	N62528 N60116 N34443 N36276 N24226	1 0 0 0 0
1661	N46356 N51788 N23580 N51788 N46356 N48414 N33694 N13807 N59509 N52965 N59009 N33260 N40213 N17032 N2483 N7495 N2483 N54709 N55290 N42217 N71623 N74730 N55127 N18217 N6128 N25676 N61561 N7057 N48172 N8912 N48172 N70382 N1568 N31776 N60637 N19507 N60637 N23903 N31600 N31600 N39617 N65378 N39617 N73625 N43736 N67286 N14010 N50897 N22391 N93 N29194 N93 N7385 N93 N12516 N45031 N67286 N14010 N51623 N3805 N48592 N64623 N9992 N64623 N45031 N11117 N12963 N12963 N39617 N8521 N72657 N47518 N48952 N48952 N11191 N27179 N47533 N43364 N22793 N57912 N43002 N63422 N50417 N30966 N54188 N14355 N53546 N23698 N72287 N149 N70398 N71762 N52382 N22022 N29889 N57859 N33422 N73634 N44482 N58237 N44418 N20015 N50260 N66297 N49696 N36044 N26026	N13043 N72097 N59201 N42796 N71193	1 0 0 0 0
1747	N70382 N6128 N65378 N60637 N6128 N43364 N11191 N62528 N49696	N13043 N56901 N37904 N12270 N35387	1 0 0 0 0
114	N23580 N51788 N50022 N1766 N7495 N50320 N2483 N2483 N46094 N17032 N39617 N60637 N23903 N53937 N65378 N60637 N93 N14010 N70398 N68995 N73634 N70398 N48483	N36044 N4692 N71238 N67730 N61137	1 0 0 0 0
96	N7819 N30558 N14294 N30558 N64010 N33260 N12244 N42217 N48172 N60637 N65922 N23903 N19507 N59030 N14010 N39191 N34764 N14219 N22691 N39191 N27179 N43002 N50417 N73634 N20225	N65126 N48891 N1173 N74294 N63274	1 0 0 0 0
1743	N46356 N51788 N23580 N50022 N33694 N33694 N59009 N33260 N73001 N54708 N52965 N50320 N50320 N17032 N2483 N18217 N55127 N70382 N31776 N60637 N23903 N39617 N46013 N93 N14010 N880 N93 N72657 N11191 N50417 N42124 N29274 N23698 N72287 N33422 N149 N54008 N70398 N70398 N44482 N44482 N31322 N50830 N50260 N62528	N13043 N10257 N67726 N14233 N65958	1 0 0 0 0
765	N52965 N70930 N12244 N18217 N42217 N43002 N45498 N51552	N65126 N66539 N6237 N37589 N62451	1 0 0 0 0
981	N40213 N17032 N17032 N40213 N2483 N2483 N12244 N8912 N46094 N6128 N1568 N60637 N2483 N41822 N45031 N60637 N39617 N14010 N31600 N10985 N47424 N23903 N51623 N27179 N22793 N25498 N57912 N72287 N23698 N63422 N14355 N62640 N62640 N66297 N46844 N52541	N46844 N27231 N62052 N70592 N72313	1 0 0 0 0
1661	N46356 N51788 N23580 N51788 N46356 N48414 N33694 N13807 N59509 N52965 N59009 N33260 N40213 N17032 N2483 N7495 N2483 N54709 N55290 N42217 N71623 N74730 N55127 N18217 N6128 N25676 N61561 N7057 N48172 N8912 N48172 N70382 N1568 N31776 N60637 N19507 N60637 N23903 N31600 N31600 N39617 N65378 N39617 N73625 N43736 N67286 N14010 N50897 N22391 N93 N29194 N93 N7385 N93 N12516 N45031 N67286 N14010 N51623 N3805 N48592 N64623 N9992 N64623 N45031 N11117 N12963 N12963 N39617 N8521 N72657 N47518 N48952 N48952 N11191 N27179 N47533 N43364 N22793 N57912 N43002 N63422 N50417 N30966 N54188 N14355 N53546 N23698 N72287 N149 N70398 N71762 N52382 N22022 N29889 N57859 N33422 N73634 N44482 N58237 N44418 N20015 N50260 N66297 N49696 N36044 N26026	N65126 N74844 N55933 N30183 N26981	1 0 0 0 0
1841	N7495 N17032 N66832 N60637 N60637 N45031 N45031 N68426 N70382 N49853 N19507 N51552 N27786 N27786 N42119 N42119 N73634 N48483	N13043 N48654 N25674 N40485 N69824	1 0 0 0 0
1105	N13807 N15635 N50417	N59971 N19408 N7073 N22329 N28156	1 0 0 0 0
1757	N37426 N7495 N17032 N64010 N64010 N64010 N51788 N64010 N64010 N70930 N60637 N22793 N57912 N43364 N50417 N33422 N73634 N57859	N40784 N2118 N44877 N63383 N21509	1 0 0 0 0
96	N7819 N30558 N14294 N30558 N64010 N33260 N12244 N42217 N48172 N60637 N65922 N23903 N19507 N59030 N14010 N39191 N34764 N14219 N22691 N39191 N27179 N43002 N50417 N73634 N20225	N46844 N71342 N2898 N50574 N41465	1 0 0 0 0
1743	N46356 N51788 N23580 N50022 N33694 N33694 N59009 N33260 N73001 N54708 N52965 N50320 N50320 N17032 N2483 N18217 N55127 N70382 N31776 N60637 N23903 N39617 N46013 N93 N14010 N880 N93 N72657 N11191 N50417 N42124 N29274 N23698 N72287 N33422 N149 N54008 N70398 N70398 N44482 N44482 N31322 N50830 N50260 N62528	N59971 N63383 N31101 N49272 N4100	1 0 0 0 0
1438	N2483 N7495 N60637 N6128 N48172 N39617 N73625 N11191	N20225 N49696 N18605 N51834 N12648	1 0 0 0 0
114	N23580 N51788 N50022 N1766 N7495 N50320 N2483 N2483 N46094 N17032 N39617 N60637 N23903 N53937 N65378 N60637 N93 N14010 N70398 N68995 N73634 N70398 N48483	N13043 N39156 N243 N63388 N21767	1 0 0 0 0
1161	N70930 N67286 N60637 N6128 N39617 N23903 N70382 N3805 N43002 N53546	N62528 N4882 N48877 N57294 N70048	1 0 0 0 0
114	N23580 N51788 N50022 N1766 N7495 N50320 N2483 N2483 N46094 N17032 N39617 N60637 N23903 N53937 N65378 N60637 N93 N14010 N70398 N68995 N73634 N70398 N48483	N59971 N38766 N58564 N13836 N9098	1 0 0 0 0
16	N40213 N60637 N70382 N21949 N70398 N43002	N23698 N39005 N40786 N11155 N14814	1 0 0 0 0
1105	N13807 N15635 N50417	N53131 N3450 N62066 N22157 N74605	1 0 0 0 0
1161	N70930 N67286 N60637 N6128 N39617 N23903 N70382 N3805 N43002 N53546	N36044 N19686 N34447 N7073 N59595	1 0 0 0 0
1852	N50022 N50022 N59009 N2483 N60637 N67286 N11191 N43364 N43002 N30966 N73634	N62528 N70108 N72288 N19391 N7323	1 0 0 0 0
96	N7819 N30558 N14294 N30558 N64010 N33260 N12244 N42217 N48172 N60637 N65922 N23903 N19507 N59030 N14010 N39191 N34764 N14219 N22691 N39191 N27179 N43002 N50417 N73634 N20225	N42415 N73026 N23818 N5522 N58873	1 0 0 0 0
1147	N50022 N13807 N33694 N73001 N46094 N60637 N14010 N45498 N14355 N50417	N62528 N44878 N48320 N58811 N48182	1 0 0 0 0
1925	N51788 N35175 N51788 N59009 N52965 N7495 N2483 N48172 N3805 N60637 N6128 N93 N45031 N14010 N43002 N43002 N70398 N23698 N46844	N49696 N22680 N68144 N52749 N29202	1 0 0 0 0
828	N33694 N18217 N2483 N2483 N93 N60637 N14010 N39617 N6128 N69593 N72657 N22793 N53546 N43002 N42119 N14355 N45498 N73634 N44482 N62640	N62528 N10684 N34843 N33116 N8215	1 0 0 0 0
1852	N50022 N50022 N59009 N2483 N60637 N67286 N11191 N43364 N43002 N30966 N73634	N49696 N48590 N9067 N43047 N59105	1 0 0 0 0
828	N33694 N18217 N2483 N2483 N93 N60637 N14010 N39617 N6128 N69593 N72657 N22793 N53546 N43002 N42119 N14355 N45498 N73634 N44482 N62640	N36044 N17412 N3860 N2036 N47050	1 0 0 0 0
114	N23580 N51788 N50022 N1766 N7495 N50320 N2483 N2483 N46094 N17032 N39617 N60637 N23903 N53937 N65378 N60637 N93 N14010 N70398 N68995 N73634 N70398 N48483	N65126 N53685 N58718 N70687 N58856	1 0 0 0 0
1147	N50022 N13807 N33694 N73001 N46094 N60637 N14010 N45498 N14355 N50417	N34922 N26080 N43271 N39602 N70592	1 0 0 0 0
1147	N50022 N13807 N33694 N73001 N46094 N60637 N14010 N45498 N14355 N50417	N21289 N20135 N21949 N69563 N65683	1 0 0 0 0
27	N46356 N2483 N42217 N70382 N60637 N31600 N6128 N43002 N73634	N36044 N62733 N41703 N11133 N21608	1 0 0 0 0
1161	N70930 N67286 N60637 N6128 N39617 N23903 N70382 N3805 N43002 N53546	N48483 N71076 N71712 N74552 N10276	1 0 0 0 0
1105	N13807 N15635 N50417	N44482 N20225 N2540 N28720 N20429	1 0 0 0 0
35	N17032 N67025 N73001 N30558 N93 N29470 N72657 N19019 N72657 N22793 N50417 N1014	N1014 N35180 N48409 N31487 N23228	1 0 0 0 0
839	N30558 N51788 N65922 N46490 N48172 N14010 N29470 N22793 N50417 N45498 N23698 N70398 N44482 N73634 N20015 N59971	N62528 N27606 N32928 N19982 N27307	1 0 0 0 0
1827	N73001 N30558 N67025 N64010 N20590 N70382 N6128 N46490 N60637 N60637 N50897 N14010 N22793 N27179 N11191 N45498 N29274 N7545 N53546 N42124 N23857 N63235 N1766 N56687 N63235 N45995 N29470 N53131	N49696 N38709 N60988 N56599 N50135	1 0 0 0 0
1600	N51788 N23580 N8594 N13807 N13807 N59009 N33260 N7495 N2483 N54709 N54709 N46490 N70382 N48172 N31776 N60637 N23903 N65378 N14010 N72657 N43364 N11191 N22793 N50417 N63422 N30966 N30966 N72287 N73634 N57859 N44482 N30966 N40784 N50260 N20015 N62528	N13043 N59504 N48107 N33392 N39727	1 0 0 0 0
206	N2483 N13807 N50797 N48172 N3805 N63459 N3805 N6128 N45031 N14010 N67286 N45031 N51623 N40081 N51623 N47424 N74467 N47424 N47424 N47424 N48720 N13332 N40597 N16484 N63141 N24375 N9805 N43224 N63461 N13332 N13332 N63422 N20343 N20997 N34576 N9805 N51924 N26586	N36044 N58237 N24456 N27537 N3717	1 0 0 0 0
531	N50022 N30558 N71806 N69980 N33260 N52965 N74730 N51788 N54709 N55127 N2483 N30024 N70382 N15058 N48172 N70592 N65922 N7840 N67040 N67040 N60637 N60637 N23903 N60637 N93 N31600 N14219 N42124 N42124 N48952 N14325 N72657 N22680 N11191 N30966 N11191	N36044 N21694 N49423 N46851 N33943	1 0 0 0 0
1360	N31600 N34764 N29470 N23698 N73634 N73634 N63422 N44475 N44475	N65126 N65378 N17208 N49360 N9963	1 0 0 0 0
1147	N50022 N13807 N33694 N73001 N46094 N60637 N14010 N45498 N14355 N50417	N46844 N6350 N60754 N62619 N7840	1 0 0 0 0
1827	N73001 N30558 N67025 N64010 N20590 N70382 N6128 N46490 N60637 N60637 N50897 N14010 N22793 N27179 N11191 N45498 N29274 N7545 N53546 N42124 N23857 N63235 N1766 N56687 N63235 N45995 N29470 N53131	N20015 N9184 N60355 N34340 N34098	1 0 0 0 0
828	N33694 N18217 N2483 N2483 N93 N60637 N14010 N39617 N6128 N69593 N72657 N22793 N53546 N43002 N42119 N14355 N45498 N73634 N44482 N62640	N24226 N72662 N428 N51233 N35453	1 0 0 0 0
587	N14294 N14294 N23580 N13807 N73001 N54708 N60637 N65922 N14010 N45031 N45031 N72657 N43002 N40784 N62640 N48483 N53131 N73634 N53131 N43002 N20015 N26026	N36044 N74487 N10850 N29157 N67190	1 0 0 0 0
331	N33260 N33260 N46094 N31242 N13807 N74730 N8912 N880 N70382 N48172 N14010 N45031 N48172 N70382 N880 N51623 N8087 N57912 N11191 N57912 N72657 N70398 N50417 N33422 N149 N42119 N42119 N57859 N44482	N59971 N14107 N49652 N69829 N11968	1 0 0 0 0
1560	N50320 N70930 N60637 N39191 N19507 N73634	N34922 N34461 N65481 N9003 N28805	1 0 0 0 0
1560	N50320 N70930 N60637 N39191 N19507 N73634	N65126 N17949 N58155 N31487 N55485	1 0 0 0 0
531	N50022 N30558 N71806 N69980 N33260 N52965 N74730 N51788 N54709 N55127 N2483 N30024 N70382 N15058 N48172 N70592 N65922 N7840 N67040 N67040 N60637 N60637 N23903 N60637 N93 N31600 N14219 N42124 N42124 N48952 N14325 N72657 N22680 N11191 N30966 N11191	N74128 N41107 N39000 N10543 N67666	1 0 0 0 0
1827	N73001 N30558 N67025 N64010 N20590 N70382 N6128 N46490 N60637 N60637 N50897 N14010 N22793 N27179 N11191 N45498 N29274 N7545 N53546 N42124 N23857 N63235 N1766 N56687 N63235 N45995 N29470 N53131	N49696 N52612 N5102 N50887 N71331	1 0 0 0 0
1827	N73001 N30558 N67025 N64010 N20590 N70382 N6128 N46490 N60637 N60637 N50897 N14010 N22793 N27179 N11191 N45498 N29274 N7545 N53546 N42124 N23857 N63235 N1766 N56687 N63235 N45995 N29470 N53131	N26026 N36367 N38802 N40192 N69312	1 0 0 0 0
393	N46356 N46356 N50320 N34715 N34715 N73001 N30558 N59009 N74730 N52965 N60637 N14010 N72657 N25306 N27179 N880 N43364 N14325 N22793 N93 N63422 N70398 N70398 N39617 N70592	N62528 N58056 N67702 N71919 N43170	1 0 0 0 0
254	N43736 N49696	N36044 N30205 N12617 N59799 N73672	1 0 0 0 0
427	N46622 N70930 N2483 N46094 N48172 N39617 N65378 N45031 N93 N72657 N11191 N27179 N42124 N30966 N42119 N14355 N70398 N73634 N73634 N12270 N20015 N50260 N48483 N62528 N36044	N36044 N41031 N69354 N32003 N30231	1 0 0 0 0
516	N50022 N45827 N51788 N13807 N46094 N2483 N17032 N64010 N60637 N60637 N46490 N39224 N25676 N25676 N27179 N13332 N69593 N69593 N31600 N51623 N50417 N23698 N62528 N40784 N22022 N6205	N49696 N57396 N24396 N18660 N65088	1 0 0 0 0
1134	N50797 N30558 N34491 N60637 N14010 N11191 N22793 N43002 N63422 N49696	N36044 N34303 N47658 N52400 N23686	1 0 0 0 0
393	N46356 N46356 N50320 N34715 N34715 N73001 N30558 N59009 N74730 N52965 N60637 N14010 N72657 N25306 N27179 N880 N43364 N14325 N22793 N93 N63422 N70398 N70398 N39617 N70592	N33422 N47322 N37878 N72053 N4673	1 0 0 0 0
114	N23580 N51788 N50022 N1766 N7495 N50320 N2483 N2483 N46094 N17032 N39617 N60637 N23903 N53937 N65378 N60637 N93 N14010 N70398 N68995 N73634 N70398 N48483	N70398 N50950 N7237 N12988 N20515	1 0 0 0 0
